"","country","points","price","province","title","variety","winery"
"1030","US",86,40,"California","Sterling 2005 SVR Reserve Red Wine Red (Napa Valley)","Red Blend","Sterling"
"1031","US",87,11,"California","Wildhurst 2006 Reserve Sauvignon Blanc (Lake County)","Sauvignon Blanc","Wildhurst"
"1032","Portugal",85,9,"Vinho Verde","Aveleda 2013 White (Vinho Verde)","Portuguese White","Aveleda"
"1033","Argentina",84,10,"Mendoza Province","Finca Los Maza 2010 Colección Malbec (Mendoza)","Malbec","Finca Los Maza"
"1034","France",91,NA,"Bordeaux","Château Cheval Blanc 2013 Le Petit Cheval  (Saint-Émilion)","Bordeaux-style Red Blend","Château Cheval Blanc"
"1035","New Zealand",87,18,"Wairau Valley","Goldwater 2010 Sauvignon Blanc (Wairau Valley)","Sauvignon Blanc","Goldwater"
"1036","US",90,35,"California","Ballentine 2013 Fig Tree Vineyard Petite Sirah (St. Helena)","Petite Sirah","Ballentine"
"1037","US",88,20,"Washington","Airfield Estates 2008 Reserve Chardonnay (Yakima Valley)","Chardonnay","Airfield Estates"
"1038","US",91,30,"California","Dry Creek Vineyard 2012 Old Vine Zinfandel (Dry Creek Valley)","Zinfandel","Dry Creek Vineyard"
"1039","Italy",88,24,"Veneto","Bellussi NV Belcanto Cartizze  (Valdobbiadene Superiore di Cartizze)","Glera","Bellussi"
"1040","Argentina",85,12,"Other","Michel Torino 2007 Coleccion Chardonnay (Calchaquí Valley)","Chardonnay","Michel Torino"
"1041","Israel",91,22,"Galilee","Tabor 2011 Adama Cabernet Sauvignon (Galilee)","Cabernet Sauvignon","Tabor"
"1042","Italy",86,13,"Central Italy","Cantina Offida 2012 Passerina (Marche)","Passerina","Cantina Offida"
"1043","Chile",87,15,"Colchagua Valley","Carmen 2012 Gran Reserva Apalta Carmenère (Colchagua Valley)","Carmenère","Carmen"
"1044","Italy",90,NA,"Sicily & Sardinia","Girolamo Russo 2014 San Lorenzo  (Etna)","Red Blend","Girolamo Russo"
"1045","US",95,70,"California","Von Strasser 2005 Sori Bricco Vineyard Cabernet Sauvignon (Diamond Mountain District)","Cabernet Sauvignon","Von Strasser"
"1046","Romania",87,7,"Recas","Cramele Recas 2012 Dreambird Moscato (Recas)","Moscato","Cramele Recas"
"1047","Germany",89,90,"Mosel-Saar-Ruwer","Joh. Jos. Prüm 2006 Graacher Himmelreich Auslese Goldkap Riesling (Mosel-Saar-Ruwer)","Riesling","Joh. Jos. Prüm"
"1048","US",87,21,"California","Naggiar 2009 Estate Sangiovese (Sierra Foothills)","Sangiovese","Naggiar"
"1049","France",93,NA,"Burgundy","Domaine d'Eugenie 2006  Clos de Vougeot","Pinot Noir","Domaine d'Eugenie"
"1050","France",86,11,"Loire Valley","La Confrérie de Oisly et Thésée 2015 Les Gourmets Sauvignon Blanc (Touraine)","Sauvignon Blanc","La Confrérie de Oisly et Thésée"
"1051","Italy",96,97,"Piedmont","Massolino 2013 Parussi  (Barolo)","Nebbiolo","Massolino"
"1052","US",89,40,"Oregon","Erath 2005 Prince Hill Pinot Noir (Dundee Hills)","Pinot Noir","Erath"
"1053","Portugal",95,101,"Douro","Quinta Vale Dona Maria 2013 CV Curriculum Vitae Red (Douro)","Portuguese Red","Quinta Vale Dona Maria"
"1054","US",87,27,"Oregon","Longplay 2011 Lia's Vineyard Pinot Noir (Chehalem Mountains)","Pinot Noir","Longplay"
"1055","US",89,29,"California","Jodar 2013 Estate Reserve Cabernet Sauvignon (El Dorado)","Cabernet Sauvignon","Jodar"
"1056","France",86,9,"France Other","Café du Midi 2015 Moscato (Vin de France)","Moscato","Café du Midi"
"1057","US",96,165,"California","Hall 2007 Exzellenz Red Wine Sacrashe Vineyard Cabernet Sauvignon (Rutherford)","Cabernet Sauvignon","Hall"
"1058","Italy",87,42,"Southern Italy","Basilisco 2011  Aglianico del Vulture","Aglianico","Basilisco"
"1059","Uruguay",90,24,"Uruguay","Familia Deicas 2015 Deicas Tannat (Uruguay)","Tannat","Familia Deicas"
"1060","France",89,17,"Alsace","Domaine Charles Baur 2013 Sylvaner (Alsace)","Sylvaner","Domaine Charles Baur"
"1061","France",90,12,"Provence","Domaine Sorin 2011 Terra Amata Rosé (Côtes de Provence)","Rosé","Domaine Sorin"
"1062","Austria",85,NA,"Burgenland","Hans Moser 2006 Klassik Zweigelt (Burgenland)","Zweigelt","Hans Moser"
"1063","US",91,34,"Washington","Brian Carter Cellars 2011 Le Coursier Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Brian Carter Cellars"
"1064","Italy",89,15,"Central Italy","Trerè 2015 Arlùs Albana (Romagna)","Albana","Trerè"
"1065","US",83,30,"California","Domenico 2011 Barbera (Lake County)","Barbera","Domenico"
"1066","France",90,NA,"Bordeaux","Château Bouscaut 2009 Barrel sample  (Pessac-Léognan)","Bordeaux-style White Blend","Château Bouscaut"
"1067","Italy",85,41,"Veneto","Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico)","Corvina, Rondinella, Molinara","Montresor"
"1068","US",88,15,"Washington","Three Rivers 2014 Riesling (Columbia Valley (WA))","Riesling","Three Rivers"
"1069","Greece",87,35,"Santorini","Domaine Sigalas 2009 Kavalieros Single Vineyard Assyrtico (Santorini)","Assyrtico","Domaine Sigalas"
"1070","US",88,45,"California","Boheme 2012 Taylor Ridge Vineyard Chardonnay (Sonoma Coast)","Chardonnay","Boheme"
"1071","Italy",94,NA,"Piedmont","Schiavenza 2004 Broglio Riserva  (Barolo)","Nebbiolo","Schiavenza"
"1072","US",90,21,"California","Tolosa 2012 No Oak Chardonnay (Central Coast)","Chardonnay","Tolosa"
"1073","France",84,NA,"Burgundy","Georges Duboeuf 2010  Mâcon Chaintré","Chardonnay","Georges Duboeuf"
"1074","US",87,44,"California","P2 2006 Brosseau Vineyard Pinot Noir (Chalone)","Pinot Noir","P2"
"1075","US",88,28,"California","Uphill Vineyards 2010 Jimmy's Dream Cabernet Sauvignon (Amador County)","Cabernet Sauvignon","Uphill Vineyards"
"1076","Argentina",88,25,"Mendoza Province","Don Miguel Gascón 2012 Reserva Malbec (Mendoza)","Malbec","Don Miguel Gascón"
"1077","Argentina",87,10,"Mendoza Province","Lagarde 2008 Altas Cumbres Cabernet Sauvignon (Luján de Cuyo)","Cabernet Sauvignon","Lagarde"
"1078","US",88,40,"Washington","Patterson 2012 Carmenère (Walla Walla Valley (WA))","Carmenère","Patterson"
"1079","France",86,17,"Bordeaux","Bailli de Bourg 2010  Côtes de Bourg","Bordeaux-style Red Blend","Bailli de Bourg"
"1080","Italy",90,22,"Sicily & Sardinia","Nanfro 2011 Sammauro  (Cerasuolo di Vittoria)","Red Blend","Nanfro"
"1081","Italy",93,NA,"Sicily & Sardinia","Cantine Barbera 2008 Albamarina White (Sicilia)","White Blend","Cantine Barbera"
"1082","England",92,39,"England","Ridgeview Estate 2013 Bloomsbury Sparkling (England)","Sparkling Blend","Ridgeview Estate"
"1083","US",87,18,"California","Joel Gott 2012 815 Cabernet Sauvignon (California)","Cabernet Sauvignon","Joel Gott"
"1084","France",84,12,"Languedoc-Roussillon","Domaine Saint-Nabor 2016 Chardonnay (Pays d'Oc)","Chardonnay","Domaine Saint-Nabor"
"1085","US",84,13,"California","La Merika 2011 Chardonnay (Central Coast)","Chardonnay","La Merika"
"1086","US",88,58,"Washington","Tenor 2013 Malbec (Columbia Valley (WA))","Malbec","Tenor"
"1087","US",87,19,"California","Kirkland Signature 2012 Signature Series Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Kirkland Signature"
"1088","France",85,14,"Bordeaux","Château Fleur de Charme 2014  Bordeaux Supérieur","Bordeaux-style Red Blend","Château Fleur de Charme"
"1089","US",84,70,"California","Signorello 2010 Hope's Cuvee Chardonnay (Napa Valley)","Chardonnay","Signorello"
"1090","US",83,9,"Washington","Washington Hills 2012 Chardonnay (Washington)","Chardonnay","Washington Hills"
"1091","Chile",93,400,"Maipo Valley","Errazuriz 2011 Viñedo Chadwick Cabernet Sauvignon (Maipo Valley)","Cabernet Sauvignon","Errazuriz"
"1092","Italy",89,36,"Tuscany","Castello di Radda 2011 Gran Selezione  (Chianti Classico)","Sangiovese","Castello di Radda"
"1093","Spain",89,14,"Galicia","Viña Cartín 2013 Albariño (Rías Baixas)","Albariño","Viña Cartín"
"1094","South Africa",88,19,"Elim","Trizanne 2015 Sauvignon Blanc (Elim)","Sauvignon Blanc","Trizanne"
"1095","Italy",93,22,"Tuscany","Antico Colle 2010  Vino Nobile di Montepulciano","Sangiovese","Antico Colle"
"1096","US",90,40,"California","Frostwatch 2013 Pinot Noir (Bennett Valley)","Pinot Noir","Frostwatch"
"1097","Spain",92,30,"Andalucia","Lustau NV Almacenista Manuel Cuevas Jurado Amontillado de Sanlúcar de Barrameda Sherry (Jerez)","Sherry","Lustau"
"1098","US",87,14,"New York","Standing Stone 2012 Riesling (Finger Lakes)","Riesling","Standing Stone"
"1099","US",86,15,"California","337 Wine Cellars 2014 Cabernet Sauvignon (California)","Cabernet Sauvignon","337 Wine Cellars"
"1100","Israel",90,50,"Judean Hills","Yatir 2011 Syrah (Judean Hills)","Syrah","Yatir"
"1101","US",83,15,"Oregon","Copper Belt 2014 Rancher's White (Oregon)","White Blend","Copper Belt"
"1102","US",86,25,"California","William Hill Estate 2010 Chardonnay (Napa Valley)","Chardonnay","William Hill Estate"
"1103","France",83,10,"Loire Valley","Lacheteau 2013 Réserve du Cléons Sur Lie  (Muscadet Sèvre et Maine)","Melon","Lacheteau"
"1104","France",90,NA,"Provence","Domaine du Gros Nore 2011 Red (Bandol)","Rhône-style Red Blend","Domaine du Gros Nore"
"1105","Portugal",92,15,"Douro","Quinta Dona Matilde 2011 Red (Douro)","Portuguese Red","Quinta Dona Matilde"
"1106","US",88,20,"Oregon","Del Rio 2014 Estate Grown Viognier (Rogue Valley)","Viognier","Del Rio"
"1107","Italy",94,90,"Veneto","Stefano Accordini 2004 Vigneto il Fornetto  (Amarone della Valpolicella Classico)","Corvina, Rondinella, Molinara","Stefano Accordini"
"1108","US",88,14,"Oregon","Cor Cellars 2006 Columbia View Vineyards Sauvignon Blanc (Columbia Gorge (OR))","Sauvignon Blanc","Cor Cellars"
"1109","Israel",87,65,"Judean Hills","Yatir 2004 Yatir Forest Kosher Red (Judean Hills)","Cabernet Blend","Yatir"
"1110","Portugal",85,22,"Alentejano","Cortes de Cima 2016 Rosé (Alentejano)","Rosé","Cortes de Cima"
"1111","US",86,53,"California","Hanna 2010 Bismark Mountain Vineyard Zinfandel (Sonoma Valley)","Zinfandel","Hanna"
"1112","US",90,20,"California","LangeTwins 2015 Wheelhouse Vineyard Gewürztraminer (Clarksburg)","Gewürztraminer","LangeTwins"
"1113","Spain",89,16,"Galicia","Condes de Albarei 2013 Albariño (Rías Baixas)","Albariño","Condes de Albarei"
"1114","US",89,18,"California","Chamisal Vineyards 2011 Stainless Unoaked Chardonnay (Central Coast)","Chardonnay","Chamisal Vineyards"
"1115","France",87,NA,"Bordeaux","Château Bessan Ségur 2011  Médoc","Bordeaux-style Red Blend","Château Bessan Ségur"
"1116","US",84,8,"California","Buffalo Grove 2013 Cabernet Sauvignon (California)","Cabernet Sauvignon","Buffalo Grove"
"1117","Italy",97,134,"Tuscany","Fattoria Petrolo 2008 Galatrona Merlot (Toscana)","Merlot","Fattoria Petrolo"
"1118","Georgia",90,16,"Kakheti","Teliani Valley 2013 Mukuzani Saperavi (Kakheti)","Saperavi","Teliani Valley"
"1119","US",86,9,"California","HandCraft 2015 Artisan Collection Cabernet Sauvignon (California)","Cabernet Sauvignon","HandCraft"
"1120","Italy",88,60,"Piedmont","San Biagio 2012  Barolo","Nebbiolo","San Biagio"
"1121","Australia",86,16,"Western Australia","Skuttlebutt 2012 Sauvignon Blanc-Semillon (Margaret River)","Sauvignon Blanc-Semillon","Skuttlebutt"
"1122","Hungary",89,37,"Villány","Sauska 2008 Cuvée 11 Red (Villány)","Bordeaux-style Red Blend","Sauska"
"1123","Italy",93,120,"Tuscany","Duemani 2011 Cabernet Franc (Costa Toscana)","Cabernet Franc","Duemani"
"1124","US",86,27,"California","Tablas Creek 2007 Rosé (Paso Robles)","Rosé","Tablas Creek"
"1125","US",91,23,"California","Scharffenberger NV Brut Rosé Excellence Sparkling (Mendocino)","Sparkling Blend","Scharffenberger"
"1126","US",83,11,"California","Parducci 2007 Petite Sirah (Mendocino County)","Petite Sirah","Parducci"
"1127","Germany",90,69,"Rheingau","Johannishof 2010 Johannisberg Hölle Erstes Gewächs Riesling (Rheingau)","Riesling","Johannishof"
"1128","US",92,45,"Washington","J. Bookwalter 2009 Foreshadow Merlot (Columbia Valley (WA))","Merlot","J. Bookwalter"
"1129","Argentina",86,17,"Other","El Porvenir 2015 Amauta Absoluto Torrontés (Cafayate)","Torrontés","El Porvenir"
"1130","US",86,13,"Washington","Jones of Washington 2013 Riesling (Ancient Lakes)","Riesling","Jones of Washington"
"1131","US",88,25,"California","Darcie Kent Vineyards 2015 Rava Blackjack Vineyard Grüner Veltliner (Monterey)","Grüner Veltliner","Darcie Kent Vineyards"
"1132","US",89,44,"Oregon","Vista Hills 2008 Piedmont Estate Pinot Noir (Dundee Hills)","Pinot Noir","Vista Hills"
"1133","US",89,40,"Oregon","Thistle 2013 The MacDougall Pinot Noir (Dundee Hills)","Pinot Noir","Thistle"
"1134","US",87,25,"New York","Anthony Nappa 2013 Spezia Gewürztraminer (North Fork of Long Island)","Gewürztraminer","Anthony Nappa"
"1135","France",85,10,"Bordeaux","Château Lacaussade Saint-Martin 2016 Trois Moulins  (Blaye Côtes de Bordeaux)","Bordeaux-style White Blend","Château Lacaussade Saint-Martin"
"1136","US",91,55,"California","Corner 103 2013 Cabernet Sauvignon (Sonoma Valley)","Cabernet Sauvignon","Corner 103"
"1137","France",90,28,"Alsace","Domaine Charles Baur 2014 Fronenberg Gewurztraminer (Alsace)","Gewürztraminer","Domaine Charles Baur"
"1138","France",85,13,"Loire Valley","Paul Buisse 2015 Sauvignon Blanc (Touraine)","Sauvignon Blanc","Paul Buisse"
"1139","US",87,10,"New York","Fox Run 2012 Doyle Family Vineyard Unoaked Chardonnay (Finger Lakes)","Chardonnay","Fox Run"
"1140","France",86,22,"Burgundy","Simonnet-Febvre 2006  Chablis","Chardonnay","Simonnet-Febvre"
"1141","France",92,28,"Loire Valley","Domaine des Baumard 2013  Savennières","Chenin Blanc","Domaine des Baumard"
"1142","Argentina",89,25,"Mendoza Province","Andeluna 2012 Altitud Cabernet Sauvignon (Tupungato)","Cabernet Sauvignon","Andeluna"
"1143","France",88,20,"Alsace","Arthur Metz NV Brut Prestige Sparkling (Crémant d'Alsace)","Sparkling Blend","Arthur Metz"
"1144","France",87,40,"Burgundy","L. Tramier & Fils 2015 Laurent Dufouleur Château Mi-Pont  (Mercurey)","Pinot Noir","L. Tramier & Fils"
"1145","France",85,40,"Burgundy","Tramier et Fils 2014  Pouilly-Fuissé","Chardonnay","Tramier et Fils"
"1146","Italy",89,17,"Tuscany","I Veroni 2014  Chianti Rufina","Red Blend","I Veroni"
"1147","US",89,55,"Oregon","Adelsheim 2011 Elizabeth's Reserve Pinot Noir (Willamette Valley)","Pinot Noir","Adelsheim"
"1148","US",88,35,"California","Olson Ogden 2009 Margaret's Mandate Marsanne (Napa Valley)","Marsanne","Olson Ogden"
"1149","Italy",83,15,"Southern Italy","Ocone 2006 Falanghina (Taburno)","Falanghina","Ocone"
"1150","France",87,17,"Provence","Ravoire et Fils 2010 Fontanyl Red (Côtes de Provence)","Rhône-style Red Blend","Ravoire et Fils"
"1151","France",88,17,"Bordeaux","Château Baracan 2014  Cadillac Côtes de Bordeaux","Bordeaux-style Red Blend","Château Baracan"
"1152","Germany",89,12,"Pfalz","Villa Wolf 2016 Pinot Noir Rosé (Pfalz)","Rosé","Villa Wolf"
"1153","Italy",87,30,"Piedmont","Il Falchetto 2013 Bricco Paradiso  (Barbera d'Asti Superiore)","Barbera","Il Falchetto"
"1154","France",94,NA,"Bordeaux","Château Croizet-Bages 2012 Barrel Sample  (Pauillac)","Bordeaux-style Red Blend","Château Croizet-Bages"
"1155","Chile",91,60,"Curicó Valley","Viña Requingua 2009 Laku Hijo del Sol The Final Blend Red (Curicó Valley)","Red Blend","Viña Requingua"
"1156","US",88,26,"Washington","Columbia Winery 2014 Limited Release Grenache Rosé (Horse Heaven Hills)","Rosé","Columbia Winery"
"1157","France",88,32,"Burgundy","Domaine Jessiaume 2015 Clos du Clos Genet  (Santenay)","Pinot Noir","Domaine Jessiaume"
"1158","Germany",92,97,"Mosel","Maximin Grünhäuser 2010 Abtsberg Auslese 37 Riesling (Mosel)","Riesling","Maximin Grünhäuser"
"1159","France",85,11,"Bordeaux","Univitis 2009 Mayne Sansac  (Bordeaux)","Bordeaux-style Red Blend","Univitis"
"1160","US",93,110,"California","Ehlers Estate 2013 1886 Cabernet Sauvignon (St. Helena)","Cabernet Sauvignon","Ehlers Estate"
"1161","Argentina",92,70,"Mendoza Province","Mapema 2007 pz Malbec (Mendoza)","Malbec","Mapema"
"1162","US",89,17,"New York","Jamesport 2013 Estate Merlot (North Fork of Long Island)","Merlot","Jamesport"
"1163","US",86,50,"California","Costa de Oro 2010 Reserva Oro Rojo Estate Gold Coast Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Costa de Oro"
"1164","Italy",88,40,"Central Italy","Drei Donà Tenuta La Palazza 2009 Pruno Riserva  (Sangiovese di Romagna Superiore)","Sangiovese","Drei Donà Tenuta La Palazza"
"1165","Portugal",95,57,"Port","Quinta Vale Dona Maria 2009 Vintage  (Port)","Port","Quinta Vale Dona Maria"
"1166","US",92,25,"California","Rusack 2008 Syrah (Santa Barbara County)","Syrah","Rusack"
"1167","US",89,23,"California","Ghost Pines 2010 Winemaker's Blend Cabernet Sauvignon (Napa County-Sonoma County)","Cabernet Sauvignon","Ghost Pines"
"1168","US",87,50,"California","RustRidge 2006 Estate Cabernet Sauvignon (Chiles Valley)","Cabernet Sauvignon","RustRidge"
"1169","US",90,45,"California","Pfendler 2013 Estate Pinot Noir (Sonoma Coast)","Pinot Noir","Pfendler"
"1170","France",93,72,"Champagne","Pehu-Simonet NV Blanc de Blancs Grand Cru Brut Chardonnay (Champagne)","Chardonnay","Pehu-Simonet"
"1171","US",84,20,"Oregon","Domaine Loubejac 2014 Willamette Pinot Noir (Willamette Valley)","Pinot Noir","Domaine Loubejac"
"1172","US",87,25,"California","Volker Eisele Family Estate 2011 Gemini White (Napa Valley)","Bordeaux-style White Blend","Volker Eisele Family Estate"
"1173","US",90,32,"Washington","Two Vintners 2010 Pepper Bridge Vineyard Merlot (Walla Walla Valley (WA))","Merlot","Two Vintners"
"1174","US",90,30,"California","Arrowood 2012 Saralee's Vineyard Viognier (Russian River Valley)","Viognier","Arrowood"
"1175","Argentina",83,13,"Mendoza Province","Telteca 2010 Roble Malbec (Mendoza)","Malbec","Telteca"
"1176","US",83,24,"California","Darcie Kent Vineyards 2008 West Pinnacles Vineyard Chardonnay (Monterey County)","Chardonnay","Darcie Kent Vineyards"
"1177","US",88,23,"Washington","Waterbrook 2014 Reserve Merlot (Columbia Valley (WA))","Merlot","Waterbrook"
"1178","US",91,30,"Washington","Sineann 2008 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Sineann"
"1179","US",93,70,"Oregon","King Estate 2014 Domaine Pinot Noir (Willamette Valley)","Pinot Noir","King Estate"
"1180","Italy",87,18,"Tuscany","Melini 2010 Terrarossa  (Chianti Classico)","Sangiovese","Melini"
"1181","Australia",89,15,"Victoria","Fowles Wine 2013 Farm to Table Shiraz (Victoria)","Shiraz","Fowles Wine"
"1182","France",93,NA,"Bordeaux","Château Suduiraut 2011  Sauternes","Bordeaux-style White Blend","Château Suduiraut"
"1183","Portugal",92,40,"Alentejo","Companhia das Quintas 2012 Herdade da Farizoa Reserva Red (Alentejo)","Portuguese Red","Companhia das Quintas"
"1184","US",91,65,"Oregon","Anam Cara 2011 Mark VI Pinot Noir (Chehalem Mountains)","Pinot Noir","Anam Cara"
"1185","US",91,66,"Oregon","Anam Cara 2012 Heather's Vineyard Pinot Noir (Chehalem Mountains)","Pinot Noir","Anam Cara"
"1186","Spain",89,25,"Northern Spain","Bodegas Valdemar 2008 Reserva  (Rioja)","Tempranillo","Bodegas Valdemar"
"1187","Australia",85,20,"South Australia","Battle of Bosworth 2005 Shiraz-Viognier (McLaren Vale)","Shiraz-Viognier","Battle of Bosworth"
"1188","US",87,25,"Washington","4 Cellars 2014 Red (Columbia Valley (WA))","Red Blend","4 Cellars"
"1189","US",86,22,"California","Coquerel Family Wine Estates 2010 Verdelho (Calistoga)","Verdelho","Coquerel Family Wine Estates"
"1190","Italy",95,120,"Tuscany","Siro Pacenti 2006 Riserva  (Brunello di Montalcino)","Sangiovese Grosso","Siro Pacenti"
"1191","France",84,15,"Languedoc-Roussillon","Walden 2008 Rouge Red (Côtes du Roussillon)","Rhône-style Red Blend","Walden"
"1192","US",87,15,"New York","Dr. Konstantin Frank 2011 Semi-Dry Riesling (Finger Lakes)","Riesling","Dr. Konstantin Frank"
"1193","US",87,28,"California","Domenico 2010 Super Tuscan Style Sangiovese-Cabernet Sauvignon (Lodi)","Sangiovese-Cabernet Sauvignon","Domenico"
"1194","France",93,NA,"Bordeaux","Château Saint-Pierre 2008  Saint-Julien","Bordeaux-style Red Blend","Château Saint-Pierre"
"1195","US",91,20,"Washington","Arbor Crest 2012 Five Vineyards Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Arbor Crest"
"1196","Italy",87,19,"Veneto","Gregoletto NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Gregoletto"
"1197","Hungary",84,75,"Villány","Malatinszky 2003 Kúria Unfiltered Cabernet Franc (Villány)","Cabernet Franc","Malatinszky"
"1198","US",87,17,"California","Kunde 2007 Cabernet Sauvignon (Sonoma Valley)","Cabernet Sauvignon","Kunde"
"1199","US",86,16,"Washington","Canoe Ridge 2014 The Expedition Cabernet Sauvignon (Horse Heaven Hills)","Cabernet Sauvignon","Canoe Ridge"
"1200","Chile",87,18,"Colchagua Costa","Valle Hermoso 2015 Elegido Gran Reserva Carmenère (Colchagua Costa)","Carmenère","Valle Hermoso"
"1201","Italy",88,36,"Veneto","San Giuseppe 2003  Amarone della Valpolicella Classico","Corvina, Rondinella, Molinara","San Giuseppe"
"1202","Australia",89,16,"South Australia","Thomas Goss 2013 Cabernet Sauvignon (McLaren Vale)","Cabernet Sauvignon","Thomas Goss"
"1203","US",88,21,"California","Cartograph 2012 Rosé of Pinot Noir (Russian River Valley)","Pinot Noir","Cartograph"
"1204","US",88,50,"California","50 Harvests 2013 Meritage (Napa Valley)","Meritage","50 Harvests"
"1205","US",89,45,"California","Godspeed 2009 Trinity Red (Napa Valley)","Red Blend","Godspeed"
"1206","Portugal",88,20,"Portugal","Quinta do Cavalinho NV Sellium Moscatel (Portugal)","Moscatel","Quinta do Cavalinho"
"1207","US",88,NA,"Washington","Animale 2014 Cabernet Sauvignon (Yakima Valley)","Cabernet Sauvignon","Animale"
"1208","US",90,50,"California","Daou 2015 Estate Sauvignon Blanc (Adelaida District)","Sauvignon Blanc","Daou"
"1209","US",90,28,"California","Miraflores 2012 Miraflores Vineyards Barbera (El Dorado)","Barbera","Miraflores"
"1210","Italy",87,NA,"Piedmont","Taliano 2011 Ad Altiora  (Barbaresco)","Nebbiolo","Taliano"
"1211","Australia",85,24,"Western Australia","Vasse River 2004 Cabernet Sauvignon-Merlot (Margaret River)","Cabernet Sauvignon-Merlot","Vasse River"
"1212","France",80,17,"Alsace","Kuentz-Bas 2014 Tradition Pinot Blanc (Alsace)","Pinot Blanc","Kuentz-Bas"
"1213","Austria",96,64,"Kamptal","Bründlmayer 2014 Heiligenstein Lyra Reserve Riesling (Kamptal)","Riesling","Bründlmayer"
"1214","Spain",84,40,"Northern Spain","Juan Carlos Sancha 2009 Ad Libitum Tempranillo Blanco (Rioja)","Tempranillo Blanco","Juan Carlos Sancha"
"1215","Georgia",88,12,"Kakheti","Wine Man 2014 Mukuzani Saperavi (Kakheti)","Saperavi","Wine Man"
"1216","US",94,135,"California","World's End 2010 Good Times, Bad Times Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","World's End"
"1217","US",85,14,"California","Pellegrini 2005 Family Blend Red (Sonoma County)","Red Blend","Pellegrini"
"1218","Italy",88,NA,"Veneto","Tommaso Bussola 2006  Amarone della Valpolicella Classico","Corvina, Rondinella, Molinara","Tommaso Bussola"
"1219","US",92,85,"California","Matriarch 2004 Red (Napa Valley)","Bordeaux-style Red Blend","Matriarch"
"1220","Italy",84,22,"Central Italy","Medici Ermete 2011 Concerto  (Lambrusco Reggiano)","Lambrusco","Medici Ermete"
"1221","US",83,21,"California","10 Knots 2006 Beachcomber White (Paso Robles)","Rhône-style White Blend","10 Knots"
"1222","US",87,11,"California","Grayson 2014 Lot 6 Merlot (California)","Merlot","Grayson"
"1223","US",89,30,"Oregon","R. Stuart & Co. 2013 Vignette Pinot Noir (Willamette Valley)","Pinot Noir","R. Stuart & Co."
"1224","US",87,46,"California","Leoness 2013 Fitzpatrick Vineyard Syrah (Temecula Valley)","Syrah","Leoness"
"1225","US",87,36,"California","Bonny Doon 2014 Pinot Doonier Sparkling (California)","Sparkling Blend","Bonny Doon"
"1226","Austria",88,33,"Weinviertel","Schwarzböck 2013 Ried Sätzen Reserve Grüner Veltliner (Weinviertel)","Grüner Veltliner","Schwarzböck"
"1227","France",90,21,"Alsace","Domaine Schoffit 2012 Lieu-dit Harth Cuvée Caroline Gewurztraminer (Alsace)","Gewürztraminer","Domaine Schoffit"
"1228","Italy",93,48,"Tuscany","Corte Pavone 2005  Brunello di Montalcino","Sangiovese Grosso","Corte Pavone"
"1229","Italy",92,NA,"Piedmont","Gian Piero Marrone 2006 Pichemej  (Barolo)","Nebbiolo","Gian Piero Marrone"
"1230","US",93,125,"California","Sequoia Grove 2011 Cambium Red (Napa Valley)","Bordeaux-style Red Blend","Sequoia Grove"
"1231","Argentina",88,52,"Other","Bodega Noemía de Patagonia 2012 J. Alberto Single Vineyard Malbec (Río Negro Valley)","Malbec","Bodega Noemía de Patagonia"
"1232","US",87,44,"California","Freeman 2009 Ryo-Fu Chardonnay (Russian River Valley)","Chardonnay","Freeman"
"1233","Italy",87,60,"Piedmont","Carlo Giacosa 2014 Narin  (Barbaresco)","Nebbiolo","Carlo Giacosa"
"1234","US",91,20,"Oregon","Thistle 2012 Chardonnay (Dundee Hills)","Chardonnay","Thistle"
"1235","Spain",85,80,"Northern Spain","Olivier Rivière 2015 Mirando al Sur Viura (Rioja)","Viura","Olivier Rivière"
"1236","US",90,70,"Oregon","Stoller 2011 Nancy's Pinot Noir (Dundee Hills)","Pinot Noir","Stoller"
"1237","Italy",87,49,"Piedmont","Pelissero 2011 Nubiola  (Barbaresco)","Nebbiolo","Pelissero"
"1238","Spain",86,15,"Northern Spain","Soto de Torres 2010 Ibéricos Crianza  (Rioja)","Tempranillo","Soto de Torres"
"1239","France",93,35,"Southwest France","Château de Chambert 2012 Grand Vin Malbec (Cahors)","Malbec","Château de Chambert"
"1240","US",93,57,"Washington","Betz Family 2013 La Côte Rousse Syrah (Red Mountain)","Syrah","Betz Family"
"1241","Chile",85,12,"Casablanca Valley","Santa Rita 2009 Reserva Chardonnay (Casablanca Valley)","Chardonnay","Santa Rita"
"1242","Spain",87,13,"Northern Spain","Muga 2014 Rosé (Rioja)","Rosé","Muga"
"1243","US",86,22,"California","Eco Terreno 2015 Cuvée Acero Sauvignon Blanc (Alexander Valley)","Sauvignon Blanc","Eco Terreno"
