"","country","points","price","province","title","variety","winery"
"1079","US",87,25,"California","Concannon 2007 Nina's Cuvee Petite Sirah (Livermore Valley)","Petite Sirah","Concannon"
"1080","US",88,20,"California","Lava Cap 2014 Reserve Estate Bottled Chardonnay (El Dorado)","Chardonnay","Lava Cap"
"1081","US",91,50,"Oregon","Torii Mor 1999 Seven Springs Pinot Noir (Polk County)","Pinot Noir","Torii Mor"
"1082","Italy",86,17,"Tuscany","Mocali 2013 Vermentino (Toscana)","Vermentino","Mocali"
"1083","Italy",90,46,"Northeastern Italy","Elena Walch 2012 Vigna Castel Ringberg Riserva Lagrein (Alto Adige)","Lagrein","Elena Walch"
"1084","US",88,30,"California","Castello di Amorosa 2012 Sangiovese (Napa Valley)","Sangiovese","Castello di Amorosa"
"1085","Argentina",84,12,"Mendoza Province","Trapiche 2006 Oak Cask Malbec (Mendoza)","Malbec","Trapiche"
"1086","US",88,75,"California","Meander 2009 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Meander"
"1087","France",93,260,"Burgundy","Jean-Luc and Paul Aegerter 2013  Clos de Vougeot","Pinot Noir","Jean-Luc and Paul Aegerter"
"1088","Chile",91,15,"Rapel Valley","Anakena 2008 Ona Red (Rapel Valley)","Red Blend","Anakena"
"1089","US",87,58,"California","Frank Family 2011 Lewis Vineyard Reserve Pinot Noir (Carneros)","Pinot Noir","Frank Family"
"1090","US",90,30,"Washington","Fall Line 2005 Columbia Valley Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Fall Line"
"1091","France",90,95,"Champagne","Jacquart 1988 La Cuvée Nominée  (Champagne)","Champagne Blend","Jacquart"
"1092","US",85,15,"California","Rich & Creamy 2015 Chardonnay (California)","Chardonnay","Rich & Creamy"
"1093","Australia",87,14,"South Australia","Shoofly 2007 Chook Raffle Chardonnay (Adelaide Hills)","Chardonnay","Shoofly"
"1094","US",84,25,"California","Virginia Dare 2015 American Pinot Noir (Russian River Valley)","Pinot Noir","Virginia Dare"
"1095","US",88,19,"California","Fenestra 2013 Semonnay White (Livermore Valley)","White Blend","Fenestra"
"1096","South Africa",87,28,"Stellenbosch","Warwick 2005 Estate Reserve Red (Stellenbosch)","Bordeaux-style Red Blend","Warwick"
"1097","US",93,60,"California","Jada Vineyard & Winery 2013 Passing By Cabernet Sauvignon (Paso Robles Willow Creek District)","Cabernet Sauvignon","Jada Vineyard & Winery"
"1098","US",94,35,"California","Chanin 2014 Los Alamos Vineyard Chardonnay (Santa Barbara County)","Chardonnay","Chanin"
"1099","France",91,55,"Burgundy","Olivier Leflaive 2010 Sentier du Clou Premier Cru  (Saint-Aubin)","Chardonnay","Olivier Leflaive"
"1100","Portugal",88,13,"Lisboa","DFJ Vinhos 2008 DFJ Touriga Nacional-Touriga Franca Red (Lisboa)","Touriga Nacional Blend","DFJ Vinhos"
"1101","France",86,16,"Bordeaux","Château des Arras 2016  Bordeaux Blanc","Bordeaux-style White Blend","Château des Arras"
"1102","France",93,32,"Provence","Chateau de Pibarnon 2016 Rosé (Bandol)","Rosé","Chateau de Pibarnon"
"1103","France",87,20,"Bordeaux","Xavier Flouret 2010 Quai Lumière  (Blaye Côtes de Bordeaux)","Bordeaux-style Red Blend","Xavier Flouret"
"1104","US",99,290,"California","Colgin 2008 IX Estate Red (Napa Valley)","Red Blend","Colgin"
"1105","Austria",90,13,"Niederösterreich","The Dot 2016 Austrian Pepper Grüner Veltliner (Niederösterreich)","Grüner Veltliner","The Dot"
"1106","Spain",86,21,"Northern Spain","Viña Otano 2014 White (Rioja)","White Blend","Viña Otano"
"1107","US",93,40,"California","Shypoke 2007 Reserve Charbono (Calistoga)","Charbono","Shypoke"
"1108","Portugal",91,20,"Douro","Poças 2008 Vale de Cavalos Red (Douro)","Portuguese Red","Poças"
"1109","Germany",88,16,"Rheingau","Carl Ehrhard 2014 Rüdesheim Kabinett Feinherb Riesling (Rheingau)","Riesling","Carl Ehrhard"
"1110","US",91,50,"Washington","Novelty Hill 2014 Cascadia Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Novelty Hill"
"1111","Portugal",93,28,"Douro","Quinta do Portal 2009 Reserva Red (Douro)","Portuguese Red","Quinta do Portal"
"1112","France",91,26,"Rhône Valley","Chateau Mourgues du Gres 2009 Capitelles Red (Costières de Nîmes)","Rhône-style Red Blend","Chateau Mourgues du Gres"
"1113","US",91,30,"California","Bouchaine 2012 Bouche d'Or Chardonnay (Carneros)","Chardonnay","Bouchaine"
"1114","US",86,16,"New York","Hector Wine Company 2014 Riesling (Seneca Lake)","Riesling","Hector Wine Company"
"1115","Portugal",87,40,"Douro","Quinta do Passadouro 2013 Passadouro Touriga Nacional (Douro)","Touriga Nacional","Quinta do Passadouro"
"1116","US",91,17,"Oregon","King Estate 2013 Signature Collection Pinot Gris (Oregon)","Pinot Gris","King Estate"
"1117","US",92,150,"California","Patland 2011 Stagecoach Vineyard Select Barrel Reserve Cabernet Sauvignon (Atlas Peak)","Cabernet Sauvignon","Patland"
"1118","US",85,35,"New York","Johnson Estate 2013 Ice Wine of Chambourcin (Lake Erie)","Chambourcin","Johnson Estate"
"1119","US",89,60,"Washington","Feather 2011 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Feather"
"1120","US",84,19,"New York","Keuka Spring 2007 Cabernet Franc (Finger Lakes)","Cabernet Franc","Keuka Spring"
"1121","US",85,32,"Washington","Airfield Estates 2006 Reserve Cabernet Sauvignon (Yakima Valley)","Cabernet Sauvignon","Airfield Estates"
"1122","France",95,60,"Alsace","Gustave Lorentz 2011 Altenberg de Bergheim Grand Cru Gewurztraminer (Alsace)","Gewürztraminer","Gustave Lorentz"
"1123","Italy",92,59,"Sicily & Sardinia","Palari 2012 Rosso del Soprano Red (Sicilia)","Red Blend","Palari"
"1124","Spain",92,40,"Northern Spain","Casado Morales 2011 Selección Privada Alavesa  (Rioja)","Tempranillo","Casado Morales"
"1125","South Africa",86,9,"Robertson","Excelsior 2010 Hands Cabernet Sauvignon (Robertson)","Cabernet Sauvignon","Excelsior"
"1126","US",82,14,"California","Liberty School 2000 Chardonnay (Central Coast)","Chardonnay","Liberty School"
"1127","Austria",90,25,"Wachau","Jäger 2016 Vorder Seiber Federspiel Grüner Veltliner (Wachau)","Grüner Veltliner","Jäger"
"1128","US",90,20,"California","Klinker Brick 2016 Grenache Blanc (Lodi)","Grenache Blanc","Klinker Brick"
"1129","France",83,14,"Bordeaux","Château de Parenchère 2011  Bordeaux Blanc","Bordeaux-style White Blend","Château de Parenchère"
"1130","New Zealand",90,35,"Kumeu","Kumeu River 2010 Estate Chardonnay (Kumeu)","Chardonnay","Kumeu River"
"1131","US",91,40,"California","Harrington 2006 Wild Horse Valley Pinot Noir (Napa County)","Pinot Noir","Harrington"
"1132","Italy",86,23,"Tuscany","Poggio il Castellare 2014  Rosso di Montalcino","Sangiovese","Poggio il Castellare"
"1133","France",88,59,"Burgundy","Nuiton-Beaunoy 2009  Gevrey-Chambertin","Pinot Noir","Nuiton-Beaunoy"
"1134","Australia",88,56,"Victoria","Kooyong 2015 Estate Chardonnay (Mornington Peninsula)","Chardonnay","Kooyong"
"1135","France",85,14,"Burgundy","Louis Latour 2000 En Paradis  (Pouilly-Vinzelles)","Chardonnay","Louis Latour"
"1136","Chile",83,6,"Central Valley","Calama 2001 Cabernet Sauvignon (Central Valley)","Cabernet Sauvignon","Calama"
"1137","US",90,25,"California","Ballentine 2010 Pocai Vineyard Merlot (Napa Valley)","Merlot","Ballentine"
"1138","US",90,29,"Oregon","Reustle 2014 Winemaker's Reserve Grüner Veltliner (Umpqua Valley)","Grüner Veltliner","Reustle"
"1139","US",94,45,"California","Storm 2014 Slide Hill Vineyard Syrah (Edna Valley)","Syrah","Storm"
"1140","US",88,36,"Washington","Browne Family Vineyards 2011 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Browne Family Vineyards"
"1141","US",88,44,"California","Belle Glos 2008 Clark & Telephone Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Belle Glos"
"1142","US",88,30,"Washington","Woodinville Wine Cellars 2010 Syrah (Columbia Valley (WA))","Syrah","Woodinville Wine Cellars"
"1143","Italy",90,32,"Northeastern Italy","Ferrari 2004 Perlé Chardonnay (Trento)","Chardonnay","Ferrari"
"1144","Chile",89,80,"Colchagua Valley","Caliterra 2010 Cenit Red (Colchagua Valley)","Red Blend","Caliterra"
"1145","US",93,35,"California","Falcone 2014 Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Falcone"
"1146","US",90,40,"Washington","Matthews 2011 Claret (Columbia Valley (WA))","Claret","Matthews"
"1147","Chile",91,30,"Cachapoal Valley","San Pedro 2013 1865 Limited Edition Cabernet Sauvignon-Syrah (Cachapoal Valley)","Cabernet Sauvignon-Syrah","San Pedro"
"1148","Uruguay",87,14,"Uruguay","Alto de la Ballena 2012 Tannat-Merlot-Cabernet Franc Maldon Red (Uruguay)","Red Blend","Alto de la Ballena"
"1149","US",87,17,"California","Holly's Hill 1999 Zinfandel (Amador County)","Zinfandel","Holly's Hill"
"1150","Austria",89,20,"Niederösterreich","Pratsch 2011 Rotenpüllen Grüner Veltliner (Niederösterreich)","Grüner Veltliner","Pratsch"
"1151","US",83,30,"Michigan","Brys 2010 Estate Grown Pinot Noir (Old Mission Peninsula)","Pinot Noir","Brys"
"1152","US",90,25,"Washington","Animale 2011 Dolcetto (Columbia Valley (WA))","Dolcetto","Animale"
"1153","Italy",85,60,"Tuscany","Guado al Melo 2011 Jassarte Red (Toscana)","Red Blend","Guado al Melo"
"1154","Spain",82,21,"Northern Spain","Coto de Hayas 2011 Fagus Selección Especial Garnacha (Campo de Borja)","Garnacha","Coto de Hayas"
"1155","US",86,30,"California","Kitá 2013 Camp 4 Vineyard Syrah (Santa Ynez Valley)","Syrah","Kitá"
"1156","Italy",94,165,"Piedmont","Borgogno 2009 Cannubi  (Barolo)","Nebbiolo","Borgogno"
"1157","Italy",87,30,"Tuscany","Canneta 2011 Le Bruciate  (Brunello di Montalcino)","Sangiovese","Canneta"
"1158","US",83,20,"California","Mettler Family Vineyards 2008 Epicenter Old Vine Zinfandel Zinfandel (Lodi)","Zinfandel","Mettler Family Vineyards"
"1159","US",90,30,"Washington","Trust 2013 Syrah (Walla Walla Valley (WA))","Syrah","Trust"
"1160","US",90,25,"California","Decoy 2009 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Decoy"
"1161","Italy",87,100,"Tuscany","Fonterenza 2007  Brunello di Montalcino","Sangiovese Grosso","Fonterenza"
"1162","US",86,19,"Oregon","RouteStock 2011 99W Pinot Noir (Willamette Valley)","Pinot Noir","RouteStock"
"1163","France",88,17,"Bordeaux","Château Poitevin 2014  Médoc","Bordeaux-style Red Blend","Château Poitevin"
"1164","Italy",89,NA,"Tuscany","Talenti 2010  Rosso di Montalcino","Sangiovese Grosso","Talenti"
"1165","France",85,11,"Southwest France","Georges Vigouroux 2015 Gouleyant Colombard-Sauvignon Blanc (Côtes de Gascogne)","Colombard-Sauvignon Blanc","Georges Vigouroux"
"1166","US",98,140,"Washington","Charles Smith 2008 Royal City Syrah (Columbia Valley (WA))","Syrah","Charles Smith"
"1167","France",88,35,"Burgundy","Arnaud Baillot 2015  Bourgogne","Pinot Noir","Arnaud Baillot"
"1168","US",88,24,"California","Rombauer 2015 Sauvignon Blanc (Napa Valley)","Sauvignon Blanc","Rombauer"
"1169","US",97,90,"Oregon","Cayuse 2011 Widowmaker En Chamberlin Vineyard Cabernet Sauvignon (Walla Walla Valley (OR))","Cabernet Sauvignon","Cayuse"
"1170","US",90,29,"California","Cameron Hughes 2013 Lot 600 Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Cameron Hughes"
"1171","US",85,24,"California","Rancho Sisquoc 2006 Flood Family Vineyards Cabernet Sauvignon (Santa Barbara County)","Cabernet Sauvignon","Rancho Sisquoc"
"1172","Spain",85,30,"Northern Spain","Bodegas Pirineos 2003 Marboré Red (Somontano)","Red Blend","Bodegas Pirineos"
"1173","Australia",92,38,"South Australia","Peter Lehmann 2006 Mentor Cabernet Sauvignon (Barossa)","Cabernet Sauvignon","Peter Lehmann"
"1174","US",90,50,"California","Bouchaine 2015 Pommard Estate Pinot Noir (Carneros)","Pinot Noir","Bouchaine"
"1175","France",92,NA,"Loire Valley","Yannick Amirault 2009 Les Quartiers Cabernet Franc (Bourgueil)","Cabernet Franc","Yannick Amirault"
"1176","US",88,30,"Washington","Two Vintners 2012 Legit Red (Columbia Valley (WA))","Bordeaux-style Red Blend","Two Vintners"
"1177","Italy",90,60,"Tuscany","Villa I Cipressi 2012  Brunello di Montalcino","Sangiovese","Villa I Cipressi"
"1178","Italy",88,17,"Tuscany","Tenuta Argentiera 2011 Poggio ai Ginepri Rosato (Bolgheri)","Rosato","Tenuta Argentiera"
"1179","US",85,16,"Washington","Patit Creek Cellars 2007 Red (Columbia Valley (WA))","Red Blend","Patit Creek Cellars"
"1180","US",88,17,"California","Spann Vineyards 2015 Betsy's Backacher White (California)","White Blend","Spann Vineyards"
"1181","South Africa",90,20,"Stellenbosch","Vergelegen 2005 Mill Race Cabernet Sauvignon-Merlot (Stellenbosch)","Cabernet Sauvignon-Merlot","Vergelegen"
"1182","Australia",88,15,"South Australia","Hewitson 2016 Lu Lu Sauvignon Blanc (Adelaide Hills)","Sauvignon Blanc","Hewitson"
"1183","France",89,22,"Beaujolais","Henry Fessy 2012  Saint-Amour","Gamay","Henry Fessy"
"1184","Germany",95,35,"Mosel","S.A. Prüm 2011 Wehlener Sonnenuhr Spätlese Grosse Lage Riesling (Mosel)","Riesling","S.A. Prüm"
"1185","France",85,30,"Bordeaux","Château Ferran 2012  Pessac-Léognan","Bordeaux-style Red Blend","Château Ferran"
"1186","Italy",95,95,"Piedmont","Giovanni Rosso 2011 Cerretta  (Barolo)","Nebbiolo","Giovanni Rosso"
"1187","Chile",84,13,"Casablanca Valley","Chono 2015 Single Vineyard Chardonnay (Casablanca Valley)","Chardonnay","Chono"
"1188","France",94,40,"Rhône Valley","E. Guigal 1999 Brune et Blonde  (Côte Rôtie)","Syrah","E. Guigal"
"1189","US",82,14,"New York","Hargrave 1998 Chardonnay (North Fork of Long Island)","Chardonnay","Hargrave"
"1190","US",88,20,"New York","Dr. Konstantin Frank 2012 Sauvignon Blanc (Finger Lakes)","Sauvignon Blanc","Dr. Konstantin Frank"
"1191","US",88,42,"California","Dewitt 2013 Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Dewitt"
"1192","US",86,14,"New York","Glenora 2013 Pinot Noir Rosé (Finger Lakes)","Rosé","Glenora"
"1193","Israel",88,9,"Israel","Hacormim 2014 Adi 13 Cabernet Sauvignon (Israel)","Cabernet Sauvignon","Hacormim"
"1194","US",88,25,"Washington","Two Vintners 2010 Lola Red Wine Cabernet Sauvignon-Syrah (Red Mountain)","Cabernet Sauvignon-Syrah","Two Vintners"
"1195","Italy",89,20,"Veneto","Sommariva NV Brut  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Sommariva"
"1196","Austria",94,44,"Niederösterreich","Tegernseerhof 2015 Ried Steiner Pfaffenberg Auslese Riesling (Niederösterreich)","Riesling","Tegernseerhof"
"1197","Chile",90,16,"Curicó Valley","Montes 2013 Late Harvest Botrytised Grapes Gewürztraminer (Curicó Valley)","Gewürztraminer","Montes"
"1198","Portugal",88,28,"Alentejo","Herdade do Perdigão 2011 Herdade Perdigão Reserva Red (Alentejo)","Portuguese Red","Herdade do Perdigão"
"1199","US",85,48,"California","Lorenzi Estate 2009 Heritage Red Red (Temecula Valley)","Red Blend","Lorenzi Estate"
"1200","Spain",80,10,"Northern Spain","Condado de Oriza 2007  Ribera del Duero","Tempranillo","Condado de Oriza"
"1201","US",83,7,"California","flipflop 2009 Merlot (California)","Merlot","flipflop"
"1202","US",87,25,"Washington","Lauren Ashton Cellars 2015 Chardonnay (Columbia Valley (WA))","Chardonnay","Lauren Ashton Cellars"
"1203","Australia",87,10,"South Australia","Jacob's Creek 2000 Chardonnay (Barossa Valley)","Chardonnay","Jacob's Creek"
"1204","France",88,20,"Bordeaux","Château la Valière 2014  Médoc","Bordeaux-style Red Blend","Château la Valière"
"1205","US",92,58,"California","MacPhail 2006 Pratt Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","MacPhail"
"1206","US",90,20,"Oregon","Chehalem 2016 INOX Unoaked Chardonnay (Willamette Valley)","Chardonnay","Chehalem"
"1207","US",89,22,"California","Record Family Wines 2016 Viognier (Paso Robles)","Viognier","Record Family Wines"
"1208","US",90,17,"New York","Keuka Spring 2014 Dry Riesling (Finger Lakes)","Riesling","Keuka Spring"
"1209","US",88,38,"California","Mahoney 2010 Las Brisas Vineyard Pinot Noir (Carneros)","Pinot Noir","Mahoney"
"1210","Portugal",95,72,"Dão","Alvaro Castro 2007 Pape Red (Dão)","Portuguese Red","Alvaro Castro"
"1211","Argentina",89,50,"Mendoza Province","Trapiche 2007 Viña Fausto Orellana de Escobar Single Vineyard Malbec (La Consulta)","Malbec","Trapiche"
"1212","New Zealand",90,16,"Marlborough","Hunky Dory 2016 Tangle Estate Grown Organic Pinot Gris-Gewurztraminer-Riesling White (Marlborough)","White Blend","Hunky Dory"
"1213","Portugal",85,10,"Alentejano","Bacalhôa Wines of Portugal 2016 Dom Martinho by Quinta do Carmo White (Alentejano)","Portuguese White","Bacalhôa Wines of Portugal"
"1214","US",91,48,"California","Lang & Reed 2013 Two-Fourteen Cabernet Franc (Napa Valley)","Cabernet Franc","Lang & Reed"
"1215","Italy",87,24,"Northeastern Italy","Tiefenbrunner 2010 Gewürztraminer (Alto Adige)","Gewürztraminer","Tiefenbrunner"
"1216","Italy",86,12,"Sicily & Sardinia","Viticultori Associati Canicatti 2008 Aquilae Syrah (Sicilia)","Syrah","Viticultori Associati Canicatti"
"1217","Portugal",91,60,"Bairrada","Adega de Cantanhede 2010 Marquês de Marialva Grande Reserva Baga-Touriga Nacional (Bairrada)","Baga-Touriga Nacional","Adega de Cantanhede"
"1218","US",90,48,"California","Calera 2011 Ryan Vineyard Pinot Noir (Mt. Harlan)","Pinot Noir","Calera"
"1219","Chile",85,9,"Maipo Valley","Santa Alicia 2008 Reserva Merlot (Maipo Valley)","Merlot","Santa Alicia"
"1220","US",87,17,"Washington","Maryhill 2010 Barbera (Columbia Valley (WA))","Barbera","Maryhill"
"1221","France",97,468,"Burgundy","Louis Jadot 2013  Chambertin Clos de Bèze","Pinot Noir","Louis Jadot"
"1222","France",91,25,"Provence","Château les Valentines 2012 Rosé (Côtes de Provence)","Rosé","Château les Valentines"
"1223","US",86,24,"California","Muscardini 2014 Ansa di Loval Vineyards Pinot Grigio (Napa County)","Pinot Grigio","Muscardini"
"1224","Israel",86,24,"Negev Hills","Yatir 2006 Kosher Sauvignon Blanc (Negev Hills)","Sauvignon Blanc","Yatir"
"1225","Italy",89,90,"Piedmont","Contratto 2006 De Miranda  (Moscato d'Asti)","Moscato","Contratto"
"1226","Austria",90,25,"Kamptal","Hiedler 2014 Thal Reserve Grüner Veltliner (Kamptal)","Grüner Veltliner","Hiedler"
"1227","US",91,30,"Oregon","Minimus 2015 Vitae Springs Vineyard Grüner Veltliner (Willamette Valley)","Grüner Veltliner","Minimus"
"1228","Israel",90,35,"Judean Hills","Flam 2012 Classico Red (Judean Hills)","Bordeaux-style Red Blend","Flam"
"1229","US",90,22,"California","Markus Wine Co 2016 Nuvola Gewürztraminer (Clarksburg)","Gewürztraminer","Markus Wine Co"
"1230","Chile",82,15,"Maipo Valley","Viña Chocalan 2010 Selección Sauvignon Blanc (Maipo Valley)","Sauvignon Blanc","Viña Chocalan"
"1231","South Africa",87,29,"Cederberg","Cederberg 2006 Cabernet Sauvignon (Cederberg)","Cabernet Sauvignon","Cederberg"
"1232","France",88,28,"Loire Valley","Fournier Père et Fils 2014 Les Belles Vignes  (Sancerre)","Sauvignon Blanc","Fournier Père et Fils"
"1233","US",87,39,"California","Wrath 2009 Tondré Grapefield Pinot Noir (Santa Lucia Highlands)","Pinot Noir","Wrath"
"1234","US",91,50,"Washington","Gorman 2014 The Bully Cabernet Sauvignon (Red Mountain)","Cabernet Sauvignon","Gorman"
"1235","US",86,20,"California","Chatom Vineyards 2008 Zinfandel (Calaveras County)","Zinfandel","Chatom Vineyards"
"1236","France",89,53,"Champagne","Legras & Haas NV Rosé Brut  (Champagne)","Champagne Blend","Legras & Haas"
"1237","US",92,26,"California","Storrs 2012 Grenache (Central Coast)","Grenache","Storrs"
"1238","Italy",92,20,"Sicily & Sardinia","Tenuta delle Terre Nere 2013 Bianco  (Etna)","White Blend","Tenuta delle Terre Nere"
"1239","Portugal",92,NA,"Douro","Quinta do Passadouro 2007 Passadouro Reserva Red (Douro)","Portuguese Red","Quinta do Passadouro"
"1240","US",88,100,"California","Kendall-Jackson 1999 Stature Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Kendall-Jackson"
"1241","US",91,32,"California","Sarah's Vineyard 2012 Madonne Estate Red (Santa Clara Valley)","Rhône-style Red Blend","Sarah's Vineyard"
"1242","US",91,25,"California","Paul Dolan 2012 Cabernet Sauvignon (Mendocino County)","Cabernet Sauvignon","Paul Dolan"
"1243","Italy",92,70,"Tuscany","Tenuta di Biserno 2005 Coronato  (Bolgheri)","Red Blend","Tenuta di Biserno"
"1244","Chile",83,12,"Colchagua Valley","Viu Manent 1999 Reserve Chardonnay (Colchagua Valley)","Chardonnay","Viu Manent"
"1245","France",91,35,"Bordeaux","Château Tour de Guiet 2010 Grand Vin  (Côtes de Bourg)","Bordeaux-style Red Blend","Château Tour de Guiet"
"1246","France",91,53,"Alsace","Domaine Schoffit 2011 Rangen de Thann Grand Cru Clos Saint-Théobald Riesling (Alsace)","Riesling","Domaine Schoffit"
"1247","US",90,18,"California","Manzoni 2010 North Highlands Cuvée Pinot Gris (Santa Lucia Highlands)","Pinot Gris","Manzoni"
"1248","Austria",85,NA,"Weinland Österreich","Lustig 2011 Grüner Veltliner (Weinland Österreich)","Grüner Veltliner","Lustig"
"1249","US",86,14,"Washington","WildHaven 2013 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","WildHaven"
"1250","US",84,26,"California","Morgan 2009 Highland Chardonnay (Santa Lucia Highlands)","Chardonnay","Morgan"
"1251","US",87,19,"California","Santa Barbara Winery 2015 Pinot Noir (Santa Barbara County)","Pinot Noir","Santa Barbara Winery"
"1252","South Africa",90,44,"Hemel en Aarde","Hamilton Russell 2007 Pinot Noir (Hemel en Aarde)","Pinot Noir","Hamilton Russell"
"1253","France",84,20,"Alsace","Dopff & Irion 2011 Gentil White (Alsace)","White Blend","Dopff & Irion"
"1254","Chile",85,18,"Curicó Valley","Aresti 2006 Reserva Cabernet Sauvignon (Curicó Valley)","Cabernet Sauvignon","Aresti"
"1255","US",90,24,"California","Helwig 2015 Marsanne (Shenandoah Valley (CA))","Marsanne","Helwig"
"1256","US",93,48,"California","Londer 2009 Estate Grown Pinot Noir (Anderson Valley)","Pinot Noir","Londer"
"1257","France",87,NA,"Loire Valley","Domaine des Levrys 2013  Sancerre","Sauvignon Blanc","Domaine des Levrys"
"1258","US",90,36,"California","Westwood 2015 Annadel Gap Vineyard White (Sonoma Valley)","White Blend","Westwood"
"1259","Spain",88,20,"Northern Spain","Viñas del Vero 2005 Gran Vos Reserva Red (Somontano)","Red Blend","Viñas del Vero"
"1260","US",82,12,"California","Pennywise 2011 Chardonnay (California)","Chardonnay","Pennywise"
"1261","France",85,12,"Provence","Moncigale 2016 Rosé (Coteaux d'Aix-en-Provence)","Rosé","Moncigale"
"1262","US",90,22,"California","Twenty Bench 2010 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Twenty Bench"
"1263","US",92,50,"California","Lutum 2011 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills)","Pinot Noir","Lutum"
"1264","Germany",90,76,"Rheingau","Baron Knyphausen 2011 Erbacher Steinmorgen Spätlese Riesling (Rheingau)","Riesling","Baron Knyphausen"
"1265","France",89,100,"Champagne","Joseph Perrier 2009 Cuvée Royale Blanc de Noirs Brut Nature Pinot Noir (Champagne)","Pinot Noir","Joseph Perrier"
"1266","US",90,75,"California","Faust 2009 The Pact Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Faust"
"1267","Italy",87,18,"Tuscany","La Lastra 2013  Vernaccia di San Gimignano","Vernaccia","La Lastra"
"1268","Italy",94,24,"Central Italy","Tre Monti 2015 Vitalba in Anfora Albana (Romagna)","Albana","Tre Monti"
"1269","France",86,15,"Burgundy","Château Vitallis 2015 En Paradis  (Mâcon-Vinzelles)","Chardonnay","Château Vitallis"
"1270","Mexico",88,22,"Valle de Guadalupe","Cava Maciel 2012 Vino de Luna Chardonnay (Valle de Guadalupe)","Chardonnay","Cava Maciel"
"1271","France",88,17,"Bordeaux","Château Le Clou du Pin 2014  Bordeaux","Bordeaux-style Red Blend","Château Le Clou du Pin"
"1272","US",86,18,"Washington","Hogue 2015 Terroir Fries Vineyard Viognier (Wahluke Slope)","Viognier","Hogue"
"1273","US",90,27,"California","Smith-Madrone 2009 Riesling (Spring Mountain District)","Riesling","Smith-Madrone"
"1274","US",90,16,"California","Zaca Mesa 2013 Z Gris Estate Grown and Bottled Dry Rosé (Santa Ynez Valley)","Rosé","Zaca Mesa"
"1275","US",87,48,"California","Nicholson Ranch 2013 Estate Pinot Noir (Sonoma Valley)","Pinot Noir","Nicholson Ranch"
"1276","US",93,95,"Oregon","Domaine Serene 2014 Jerusalem Hill Vineyard Pinot Noir (Eola-Amity Hills)","Pinot Noir","Domaine Serene"
"1277","US",85,34,"Washington","428 Wines 2004 Boulevard Red (Columbia Valley (WA))","Red Blend","428 Wines"
"1278","Argentina",85,16,"Mendoza Province","Spirit of the Andes 2010 Organic Wine Malbec (Tupungato)","Malbec","Spirit of the Andes"
"1279","US",84,28,"Oregon","Hood Crest 2011 Super Tesscan Red (Columbia Gorge (OR))","Red Blend","Hood Crest"
"1280","France",86,39,"Rhône Valley","Domaine de Nalys 2009 White (Châteauneuf-du-Pape)","Rhône-style White Blend","Domaine de Nalys"
"1281","US",88,13,"Washington","Milbrandt 2015 Traditions Evergreen Vineyard Riesling (Ancient Lakes)","Riesling","Milbrandt"
"1282","Italy",85,NA,"Piedmont","Terre da Vino 2005 San Nicolao  (Barbera d'Asti)","Barbera","Terre da Vino"
"1283","US",83,15,"California","Headbanger 2013 Rock n Red Red (California)","Red Blend","Headbanger"
"1284","France",92,NA,"Rhône Valley","Domaine la Soumade 2006 Fleur de Confiance Rasteau Red (Côtes du Rhône Villages)","Rhône-style Red Blend","Domaine la Soumade"
"1285","US",92,49,"California","Cumbre of Vine Hill 2006 Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Cumbre of Vine Hill"
"1286","US",85,8,"California","Oak Grove 2008 Reserve Cabernet Sauvignon (California)","Cabernet Sauvignon","Oak Grove"
"1287","France",91,30,"Loire Valley","Domaine les Pins 2011 Le Clos Cabernet Franc (Bourgueil)","Cabernet Franc","Domaine les Pins"
"1288","France",89,32,"Loire Valley","Domaine Laporte 2008 Les Duchesses  (Pouilly-Fumé)","Sauvignon Blanc","Domaine Laporte"
"1289","Italy",89,24,"Sicily & Sardinia","Viticultori Associati Canicatti 2007 Aynat Nero d'Avola (Sicilia)","Nero d'Avola","Viticultori Associati Canicatti"
"1290","US",88,35,"Oregon","I'M 2005 Oregon Pinot Noir (Willamette Valley)","Pinot Noir","I'M"
"1291","Italy",92,80,"Tuscany","Marchesi de' Frescobaldi 2011 Mormoreto Red (Toscana)","Red Blend","Marchesi de' Frescobaldi"
