IZ,name,YhospResp,EhospResp,employment,income,crime,housing,education,access,no2,pm10
S02001662,Murrayfield and Ravelston,73,192.0921102,1.8,1.4,293.0527386,0.033198837,-1.721508967,13.877945,19.22286,11.086305
S02001663,"Craigleith, Orchard Brae and Crewe Toll",121,168.5474344,2.333333333,2,255.0461959,0.072826735,-1.23915033,19.72956995,20.33554334,11.34001667
S02001664,Blackhall,147,249.1319762,2.142857143,2,301.0497253,0.043153676,-1.895676295,9.204609354,15.6674275,10.42201075
S02001665,Drylaw,187,165.7504604,15,18.2,604.1728141,0.188541602,0.71832452,10.30300994,18.04611,10.865415
S02001666,West Pilton,184,147.6519332,20.2,24.2,1214.838431,0.274863007,1.258221327,4.331879045,16.31445,10.49161
S02001667,Boswall and Pilton,189,171.8781535,6.142857143,8.857142857,475.5511704,0.133259824,-0.015500526,14.6525039,17.985815,10.838555
S02001668,Granton South and Wardieburn,127,99.20688,24.5,30,642.1337494,0.20013707,1.034303149,12.76617426,17.985815,10.838555
S02001669,Granton and Royston Mains,180,119.9621404,15.5,19.25,586.0092003,0.218447285,0.913087251,9.803396383,18.25463,10.75961
S02001670,Granton West and Salvesen,159,121.9672945,12,16.6,668.771376,0.196431361,0.853545225,7.981915164,15.14031334,10.106981
S02001671,Muirhouse,206,151.6864249,23.16666667,27.33333333,896.6152405,0.253181747,1.180598773,10.32227519,16.598465,10.6613
S02001672,Siverknowes and Davidson's Mains,110,184.3511971,3,2.833333333,442.5777618,0.058184701,-1.146082215,11.24267168,14.730345,10.1852075
S02001673,Cramond,62,106.7220531,2.333333333,2.333333333,183.8973978,0.044593734,-1.353164145,21.1642349,11.804705,9.737575
S02001674,"Barnton, Cammo and Cramond South",91,184.0958257,2.75,2.25,112.0198798,0.041051076,-1.515125013,31.33217079,13.498375,10.144901
S02001675,Clermiston and Drumbrae,304,231.5164983,12.85714286,13.85714286,309.2256846,0.139667577,0.359503984,17.27531299,15.65163,10.56265925
S02001676,East Craigs North,118,145.1028147,9,9.2,170.4935535,0.129195059,-0.375170965,25.41029864,14.40752,11.392845
S02001677,East Craigs South,135,197.3943686,2.857142857,2.142857143,207.4383704,0.057900019,-1.129100714,17.35053814,15.242595,11.056545
S02001678,Corstorphine North,78,147.4057262,3.666666667,3,199.3272729,0.043783187,-1.111243026,25.53357309,16.564465,10.72499
S02001679,Corstorphine,164,226.3027615,4,4,265.880574,0.074985189,-1.254173403,10.22560414,16.6428425,10.932509
S02001680,Carrick Knowe,67,91.3440904,4,7.75,184.4544831,0.12766702,-0.167955384,20.19917298,17.720275,11.392555
S02001681,Corstorphine South,183,150.0907649,6.166666667,8.333333333,280.9695138,0.12726367,-0.256920339,14.04476599,19.39991,11.00504
S02001682,South Gyle,155,166.3566412,4.5,5.5,409.044156,0.149596183,-0.411006659,25.87074048,17.551625,12.0210725
S02001683,"Ratho, Ingliston and Gogar",137,122.4636044,6.25,6.5,399.3692236,0.09897092,-0.187140318,28.58352403,15.65720094,12.40281771
S02001684,"Dalmeny, Kirkliston and Newbridge",214,226.2758008,6.833333333,9,263.7490873,0.095288791,-0.256475596,38.89354809,13.26293031,11.948805
S02001685,Queensferry East,149,169.0165315,5.666666667,6.5,179.1946253,0.080488026,-0.531650112,8.42275162,15.28799,11.93405
S02001686,Queensferry West,73,130.2739777,6.2,6.2,116.2025203,0.07751483,-0.751457123,18.06203205,13.6004075,11.4842525
S02001696,Dunipace,132,116.8775096,12.8,15.6,250.8867442,0.117827602,0.387793142,15.9721553,7.386187188,9.578613094
S02001697,"Fankerton, Stoneywood and Denny Town",166,147.5585313,11.66666667,13.83333333,328.913817,0.08651073,-0.030299584,11.48364693,7.69663334,9.168577965
S02001698,Denny - Nethermains,148,150.0616542,13.16666667,14.5,364.4060888,0.087661148,0.446766584,13.8590273,11.6528775,10.7316725
S02001699,Head of Muir and Dennyloanhead,110,100.8665421,5.75,6,157.4246058,0.048274211,-0.20532797,21.88481913,13.775262,11.788505
S02001700,"Banknock, Haggs and Longcroft",128,145.3642738,9.833333333,11.16666667,202.4746415,0.103713751,0.116262076,22.22527672,10.70804604,9.95004325
S02001701,Bonnybridge,178,177.826969,10.16666667,12.83333333,213.1918254,0.076758129,0.193955022,15.22831234,11.702791,10.4450245
S02001702,High Bonnybridge and Greenhill,135,114.7304414,10.8,11.8,267.1101005,0.066580133,0.058849066,43.75629197,9.789102692,10.00965661
S02001703,Larbert - North Broomage and Inches,185,206.9648249,6.833333333,6.333333333,271.3936841,0.052707967,-0.607358735,32.39539214,9.112196273,10.97293659
S02001704,Larbert - South Broomage and Village,112,151.4925753,4.4,4,169.7853183,0.048639576,-0.78899856,21.25883644,11.10679,10.93249
S02001705,Stenhousemuir West,166,115.5365241,16,19,409.9816189,0.139209531,0.481817039,9.926249219,11.906065,10.09689175
S02001706,Stenhousemuir East,114,122.0550308,8.2,7.8,295.6349503,0.049842866,-0.333791002,18.53220544,12.235835,10.1908385
S02001707,Stenhousemuir - Antonshill,80,121.4013519,4.2,4.2,141.8587981,0.03879851,-0.791073868,26.4784374,12.219095,9.879312
S02001708,Carron,75,95.9657516,5.5,5.75,123.8649476,0.078059669,-0.759875858,17.12765213,13.175085,10.326969
S02001709,Carronshore,106,87.2084755,10.5,11.25,159.163114,0.087953423,0.117696341,21.50517236,10.811687,10.4145705
S02001710,Carse and Grangemouth Old Town,136,146.2075207,9.4,8.8,244.7145988,0.098249173,0.067149893,40.30008416,8.809661343,11.24548914
S02001711,Falkirk - Bainsford and Langlees,222,124.9309033,22.83333333,27.83333333,667.7273756,0.143565689,1.023615385,13.4322065,13.175085,10.326969
S02001712,Falkirk - Merchiston and New Carron Village,185,149.4271949,7,8.333333333,431.2252187,0.061916734,-0.226180108,8.129071627,12.87581,11.53105333
S02001713,Falkirk - Grahamston,121,117.8550874,18.4,19,779.5024495,0.137621099,0.272301005,2.865066962,14.81117,10.5056845
S02001714,Falkirk - Middlefield,233,157.0987088,14.5,16,308.6089803,0.136519093,0.778012422,14.95086758,11.68667667,10.95
S02001715,Falkirk - Town Centre and Callendar Park,227,178.5303579,14.6,13.4,1502.745508,0.130865902,-0.3083363,9.453892306,12.366365,9.6872515
S02001716,Falkirk - Bantaskin,105,144.7574592,7.4,8.8,294.3263476,0.05828968,-0.479176633,13.11853247,14.0640675,9.969018
S02001717,Falkirk - Camelon East,158,114.6235552,22,25,734.731001,0.141958039,0.631366805,8.773549822,14.8039175,13.9041225
S02001718,Falkirk - Camelon West,135,93.6646443,17,20.25,354.097224,0.137913005,1.002859518,15.94523256,11.627095,10.93778
S02001719,Falkirk - Tamfourhill,133,108.7053536,12,12.5,282.8465759,0.10578606,0.353515766,19.27755487,12.239595,10.0724015
S02001720,Falkirk - Lochgreen and Lionthorn,87,129.3375089,3.2,2.4,111.9305314,0.024161871,-1.216929602,40.45071699,8.394606869,9.361479158
S02001721,Hallglen and Glen Village,137,103.5678063,17.5,19,371.6031995,0.13699422,0.521401793,40.38891254,11.12599,9.5218155
S02001722,Shieldhill,75,83.3995338,6,7.333333333,230.2571295,0.066590076,-0.198490519,33.49374015,7.694360679,9.285485215
S02001723,Braes Villages,204,166.7691199,12.16666667,14.66666667,292.849069,0.097116871,0.620645871,25.13482049,7.1245518,9.533243439
S02001724,Reddingmuirhead and Overton,126,120.2617599,2.5,3.75,242.617224,0.043326767,-0.437847165,30.73838872,11.401275,9.352644
S02001725,Brightons and Wallacestone,100,148.208749,5.8,5.2,117.321135,0.036279813,-0.720285331,28.54871142,10.408765,9.8464
S02001726,Maddiston and Rumford,144,167.556419,9.666666667,11.16666667,201.6344397,0.069651745,0.079325964,30.21850427,10.62629867,10.95528975
S02001727,Polmont,109,159.476566,4.833333333,2.833333333,248.4039505,0.050607434,-0.661585195,26.76930334,11.62561847,10.90691193
S02001728,Redding,125,127.6042506,9.5,12.25,146.5954014,0.094392042,0.371575042,19.10429408,13.18633,9.707623
S02001729,Laurieston and Westquarter,140,120.5967092,13.75,15.75,305.5475092,0.118722856,0.511344302,22.14160774,12.26525,10.3334265
S02001730,Grangemouth - Newlands,218,177.3449655,14.5,13.25,356.9979913,0.114156926,0.581353462,24.72537378,13.422575,11.10564675
S02001731,Grangemouth - Town Centre,134,119.4576591,13,13.2,347.8563786,0.097628092,0.262473664,8.903879247,13.532585,10.5841
S02001732,Grangemouth - Kersiebank,171,157.9427524,16,15.33333333,399.2447342,0.108897635,0.41902839,4.149284661,17.00452,10.564
S02001733,Grangemouth - Bowhouse,209,138.6351503,19.6,20,459.7860739,0.109198333,0.656416794,17.44710963,15.85927,10.661395
S02001734,Bo'ness - Douglas,132,158.4412424,7.2,8.8,180.8705398,0.085380022,0.201931582,21.14254447,10.36090437,11.40605325
S02001735,Bo'ness - Newtown,115,110.6029744,10,9.4,184.1514054,0.067523013,0.163636545,9.980828737,10.192512,10.79161
S02001736,Bo'ness - Kinneil,164,115.5143957,13.4,13.8,311.9802821,0.144197785,0.691634645,3.56936167,10.51576484,9.738159502
S02001737,"Blackness, Bo'ness - Carriden and Grahamsdyke",170,175.3859122,10.16666667,10.83333333,220.1079885,0.086692081,0.197992611,28.02025636,9.5453925,11.53147292
S02001738,Kincardine,119,120.0872996,10.25,8.75,141.2513651,0.072309871,-0.093941721,25.66063265,6.823943357,9.817731643
S02001739,Oakley Comrie and Blairhall,179,137.6310869,14.4,16,253.010605,0.09463252,0.654470063,29.62525025,6.206413594,10.02475366
S02001740,Saline and Gowkhall,95,122.6551222,8.4,6.4,128.815415,0.050589545,-0.630485432,50.15381169,6.284487819,9.583969394
S02001741,Valleyfield Culross and Torryburn,196,127.222336,12.8,13.2,159.3823085,0.092498826,0.265303462,34.84579776,7.139809857,10.31921195
S02001742,Cairneyhill and Crombie,77,99.7876279,5.75,5.5,130.2574481,0.072660505,-0.814672661,33.01829906,8.265574667,10.48252578
S02001743,Crossford Charlestown and Limekilns,77,171.9487367,4,3.2,90.37929155,0.026084656,-1.094404075,37.57770921,8.897434694,11.29044578
S02001744,Dunfermline Milesmark and Wellwood,78,125.3648247,6.833333333,6.333333333,104.6493884,0.062057325,-0.361923469,37.7963762,8.62986425,10.6673735
S02001745,Dunfermline Baldridgeburn,170,129.2670666,19.25,18.25,537.6998614,0.117550838,0.051896531,17.92746582,9.8036965,10.90473
S02001746,Dunfermline Headwell,186,165.8708509,14.4,14.8,315.088522,0.093124656,-0.093955579,12.99283341,10.316865,10.1994565
S02001747,Dunfermline Central,78,111.744002,11.25,10.5,1066.65084,0.105255028,-0.788417637,9.839340546,12.76729,10.81808
S02001748,Dunfermline Brucefield,163,114.6044756,12.8,14,228.4277413,0.114764707,0.159360511,6.238475827,13.1215,11.786555
S02001749,Dunfermline Garvock Hill,44,121.495112,3.75,2.75,112.6979485,0.025916602,-1.351125293,21.39927454,12.838465,10.53535
S02001750,Dunfermline Bellyeoman and Townhill,186,215.8011767,7.125,7.25,137.0642043,0.049921441,-0.37451572,19.14613434,10.13794607,10.52769193
S02001751,Dunfermline Duloch North and Lynebank,96,133.9480785,3.6,4.2,223.5412783,0.035964233,-0.408579314,15.97466369,11.6720975,12.8815625
S02001752,Dunfermline Touch and Woodmill,133,96.0687376,18.25,21.75,535.2174501,0.129717686,0.580677657,13.96725875,12.709355,10.564255
S02001753,Dunfermline Abbeyview North,151,129.8643562,18.6,22.6,408.5668464,0.135587294,1.088419861,9.982301488,12.989725,11.108775
S02001754,Dunfermline Abbeyview South,81,98.791403,11.25,12.25,252.3562954,0.109675503,0.452667699,17.13355029,13.20964,11.590845
S02001755,Dunfermline Duloch South,52,112.7568256,3.333333333,4.666666667,117.4415581,0.030182288,-0.771049627,32.32478324,12.07469,13.20438
S02001756,Dunfermline Masterton,40,79.2916501,1.333333333,1.333333333,64.31753813,0.020950984,-0.82991692,43.32631035,13.91822667,13.33029167
S02001757,Dunfermline Pitcorthie East,78,130.567997,2.2,1.6,67.55603418,0.015472137,-0.904378099,33.91590251,14.6987475,11.233515
S02001758,Dunfermline Pitcorthie West,58,98.2403794,6,4.666666667,169.8309842,0.055956921,-0.478453536,14.74844286,14.848865,12.561625
S02001759,Rosyth North,122,104.9450603,9.75,9.25,160.3546255,0.069372638,0.287217847,20.54385805,13.987825,11.592625
S02001760,Rosyth East,124,110.3741291,10.2,10.2,260.2980575,0.091470766,0.455426876,8.946426763,15.2367,11.523035
S02001761,Rosyth Central,165,129.9924389,14,13.6,283.1636168,0.114586552,0.608543869,10.86782278,14.0668125,11.75831
S02001762,Rosyth South,92,109.289548,7.75,8.75,230.3261148,0.087123781,0.277481338,31.10488505,14.087665,11.00590967
S02001763,North Queensferry and Inverkeithing West,81,109.7696561,7.2,7.6,187.1830446,0.085852138,-0.126826575,20.98099527,17.16023875,12.68667625
S02001764,Inverkeithing East,121,107.4396403,13.5,15.25,336.1781503,0.103228041,0.346148443,10.37716512,15.60410167,11.31633167
S02001765,Dalgety Bay West and Hillend,48,82.3462652,2.25,2,78.4319678,0.026571427,-1.094083535,21.69056625,13.643645,11.308565
S02001766,Dalgety Bay Central,123,185.0616476,3.833333333,2.833333333,66.5269674,0.047502189,-1.120172993,19.04478062,15.511795,9.74638025
S02001767,Dalgety Bay East,115,107.0805893,6.25,6,87.24328225,0.039057048,-0.759721868,16.75238374,17.33182,9.657774
S02001768,Crossgates and Halbeath,115,131.2992152,8.8,9.2,235.0900249,0.075300431,0.004658878,18.97368651,11.7817625,11.86124591
S02001769,Hill of Beath and Kingseat,133,113.4342416,15.75,18.5,241.854208,0.133864599,0.914967207,13.77378771,11.80480441,10.67553441
S02001770,Cowdenbeath South,145,122.8095885,17.75,20.5,318.3046677,0.107390444,0.811248232,7.328992232,38.290585,10.796515
S02001771,Cowdenbeath North,181,166.1832167,11.83333333,11.66666667,244.1528572,0.090467747,0.260082149,13.27778965,11.2318473,9.68401515
S02001772,Kelty West,106,95.0652253,18.25,23.25,212.5986354,0.105421898,1.091023459,26.61913001,9.467975,10.076962
S02001773,Kelty East,162,144.4409794,14.4,14.6,272.9858034,0.069695433,0.277119013,11.4109299,9.7512135,10.567585
S02001774,Lochore and Crosshill,155,111.7562102,22,22.5,435.0618747,0.153848287,1.051430058,11.50832999,7.37659625,9.374417875
S02001775,Ballingry,146,99.4182007,22,26.25,392.4396249,0.138279166,1.34487467,20.41195771,7.4604585,9.34392
S02001776,Cardenden,260,227.3202002,15.5,17.625,255.5649586,0.106785261,0.712917181,16.34439503,9.453110445,11.09854863
S02001777,Lochgelly East,155,157.2944957,15.16666667,14.66666667,258.8349408,0.106489354,0.629697764,9.305939321,12.78118,10.3103665
S02001778,Lochgelly West and Lumphinnans,144,113.8896514,21.5,22.25,336.3397862,0.104891227,0.969562414,7.616431847,15.7437,10.33593
S02001779,Aberdour and Auchtertool,81,132.1591902,7.25,6.75,257.2173378,0.075272442,-0.862168622,38.34754944,11.343883,10.77943837
S02001780,Burntisland West,158,146.2114687,12.8,15,273.677635,0.099447005,0.23254772,20.60383137,11.56334694,10.05184394
S02001781,Burntisland East,73,104.5821696,7,7.75,157.7029761,0.06200226,-0.28645158,19.35011091,12.767035,9.23962075
S02001782,Kinghorn,84,116.8592837,8.5,9,126.9963818,0.071199092,-0.224484873,14.70688705,11.52474,9.125508
S02001783,Kirkcaldy Linktown & Seafield,207,154.6442541,19.16666667,19.5,467.3784759,0.095158606,0.249212142,21.95432851,9.746634545,10.20497127
S02001784,Kirkcaldy Central,123,133.204286,11,10.25,732.7857195,0.106736469,-0.441243641,6.215865893,13.031885,9.9291665
S02001785,Kirkcaldy Bennochy East,123,117.2568446,11.25,12.75,220.8331523,0.105096864,0.051731764,10.86433055,12.674465,9.882474
S02001786,Kirkcaldy Bennochy West,118,117.6590268,12.5,13.25,237.7925377,0.093766754,0.302282693,8.928924447,10.4054,9.793681
S02001787,Kirkcaldy Raith,67,100.731137,2.666666667,3.666666667,92.16605627,0.032451417,-0.871964185,32.06426399,8.341348864,10.67518023
S02001788,Kirkcaldy Newliston and Redcraigs,82,119.806916,9.25,9.75,167.444873,0.083059475,0.037597427,21.3063494,10.099227,9.91111725
S02001789,Kirkcaldy Templehall West,109,110.0985989,14.5,21,365.5464732,0.116735666,0.706513372,13.14296371,10.97226,10.0212475
S02001790,Kirkcaldy Templehall East,229,168.8472319,19.66666667,25.5,450.724348,0.155413979,1.004644141,6.379004898,10.97226,10.0212475
S02001791,Kirkcaldy Dunnikier,85,130.0521281,3.4,2.8,92.60822459,0.04243217,-0.647519389,22.73781924,10.050627,10.4927735
S02001792,Kirkcaldy Chapel,173,176.1297908,7.333333333,7.833333333,261.209465,0.063676588,0.031289457,22.58611135,9.737401167,10.78472784
S02001793,Kirkcaldy Hayfield and Smeaton,164,133.3194269,19.8,26.6,527.1205308,0.134817468,1.182630308,10.80177236,12.4820175,10.04253525
S02001794,Kirkcaldy Pathhead,108,124.4591422,9.8,10.6,272.8366847,0.069955099,-0.287950903,10.37931748,11.501021,9.39813725
S02001795,Kirkcaldy Gallatown and Sinclairtown,243,147.9866631,24,32,566.7801554,0.140487055,1.112995988,12.71903223,12.483265,11.25035
S02001796,Dysart,144,140.1493458,17,19.8,300.4665066,0.11893002,0.509818328,18.83101957,11.18943,9.60887925
S02001797,Wemyss,143,115.3767515,16.5,16,281.9834453,0.079129445,0.499484884,40.33489446,7.886928286,10.38829476
S02001798,Thornton and Kinglassie,144,146.063756,11.2,15.8,224.5604541,0.095018226,0.502292934,15.95708078,7.751858426,11.12168774
S02001799,Leslie and Newcastle,141,159.6783783,11.5,14.33333333,283.0281232,0.096927597,0.341463736,20.86348152,5.808672667,10.10555297
S02001800,Glenrothes Macedonia and Tanshall,147,141.2413478,23.5,26.33333333,451.8854472,0.127006988,0.980968169,16.26088285,8.8579505,10.0016755
S02001801,Glenrothes South Parks,93,88.918964,9.666666667,13,328.1451471,0.08198912,0.229510577,6.355305926,9.6251355,9.986203
S02001802,Glenrothes Caskieberran and Rimbleton,145,161.7978876,13,16.5,352.9619164,0.091907886,0.435041816,17.99076723,10.885316,10.523909
S02001803,Glenrothes Auchmuty,127,117.1594024,20.75,26.25,1116.648753,0.142426344,0.991905315,8.058575611,11.611295,11.189935
S02001804,Glenrothes Stenton and Finglassie,125,125.8699411,10.6,10.6,255.4789628,0.080973148,-0.155173319,31.72186024,10.7234581,10.9000634
S02001805,Glenrothes Pitteuchar,168,178.6282609,8.714285714,10.57142857,233.2678301,0.083618764,0.049132889,16.08448844,11.22285,10.49467
S02001806,Glenrothes Woodside,133,117.7932925,12,13,184.599003,0.090014286,0.057778301,12.41928773,10.85384,10.6541
S02001807,Glenrothes Balgeddie and Town Park,82,133.1948145,4,3,139.2440388,0.031361839,-0.749693773,41.78382185,7.9603095,9.8086095
S02001808,Glenrothes Collydean,127,71.9373787,20.66666667,27,297.9927908,0.133565477,0.811426297,38.673881,8.7454795,9.4723485
S02001809,Glenrothes Cadham and Pitcoudie,96,73.5668816,17.66666667,23,484.9739127,0.142601578,0.572315073,25.5914598,9.1478635,9.725502
S02001810,Glenrothes Balfarg Pitcairn and Coul,103,103.4543029,10.5,10.5,206.0867533,0.055998572,-0.225636233,31.79211196,8.545632,10.05717875
S02001811,Markinch and Star,133,169.2839334,6.5,7.5,154.831834,0.047563059,-0.487353704,28.12977643,7.279103626,11.04006697
S02001812,Windygates and Coaltown,108,126.4447861,7.333333333,7.833333333,180.2206155,0.067289395,-0.178215397,21.6963999,7.554572528,11.11106922
S02001813,"Buckhaven, Denbeath and Muiredge",255,179.6685368,22.14285714,24.71428571,547.950418,0.114241323,1.030485312,14.0299305,8.1499925,9.422458
S02001814,Methil Methilhill,228,168.6280992,18.66666667,24.66666667,343.6509587,0.126812959,1.254018497,14.11390341,7.836458,9.0335585
S02001815,Methil West,135,95.3241631,31,31,845.4811376,0.162928273,1.668272807,5.600056337,9.530359,9.2715115
S02001816,Methil East,161,118.3978825,24.25,28.25,687.4098167,0.112181893,1.125785853,4.645036707,9.3494235,9.273244167
S02001817,Leven East,110,129.9199123,18,16.75,830.4563762,0.086241949,0.238405791,5.179176117,8.7323265,9.2878275
S02001818,Leven West,137,124.9319945,14.4,18.4,398.0610896,0.090413535,0.485631007,14.45497317,7.978764,11.1650825
S02001819,Leven North,83,106.3652753,10,11,183.8046769,0.063088658,0.130308751,27.68661475,11.19167,9.936593
S02001820,Largo,74,128.0954216,5.75,6.25,103.3716294,0.053595505,-0.703793743,49.58990779,4.719203824,10.34170049
S02001821,Kennoway and Bonnybank,206,199.2894553,16,17.28571429,476.7731655,0.082723783,0.797429068,23.59334817,5.25274898,11.26986562
S02001822,Kettle and Ladybank,118,162.0980618,7,7.333333333,185.5770745,0.076705132,-0.289967123,36.94071107,5.088695139,10.99001498
S02001823,Falkland and Freuchie,75,102.2726907,4.25,4.75,250.5444795,0.054853823,-0.566223119,36.68703242,5.277290414,9.595937516
S02001824,Auchtermuchty and Gateside,224,163.6969211,8.2,9,127.1748598,0.070372465,-0.042631225,27.61354674,4.423734193,10.37124426
S02001825,Newburgh,103,111.6671884,7.25,8.25,137.4921637,0.109277229,-0.071405739,29.18409571,4.263253991,10.18853076
S02001826,Cupar West and Springfield,128,149.9095687,7.6,6.6,230.3984639,0.059948619,-0.440380882,31.46160973,5.136949544,11.17169015
S02001827,Cupar Central,151,116.0229194,13.25,14.25,399.9019996,0.137387435,0.272035055,7.615884299,8.111414,10.635
S02001828,Cupar East,130,175.7172742,5.6,5.6,139.0702847,0.060256992,-0.571648956,17.59459796,6.3927655,10.0580405
S02001829,Dairsie Ceres and Dunino,72,113.5966023,4,5,57.93649787,0.069391205,-0.907544213,54.83165521,4.238546346,10.77462156
S02001830,Elie Colinsburgh and Largoward,67,101.9821275,6.5,8.25,110.9165628,0.077651586,-0.421139887,52.92127507,3.8540539,10.16132698
S02001831,St Monans and Pittenweem,100,109.2652569,9,11.5,129.579304,0.07598536,-0.0731047,21.04096626,3.996248875,10.26533963
S02001832,Anstruther,124,164.5898784,9.333333333,10.16666667,292.4914483,0.066759385,-0.095824801,10.99471928,3.917318473,10.88400084
S02001833,Crail and Boarhills,55,108.8138475,6,6.666666667,96.29265435,0.07750514,-0.703082678,51.04434544,3.595333339,11.38651326
S02001834,St Andrews South East,108,145.2431173,6.6,7.8,106.3100738,0.120680673,0.169285133,13.75174236,5.728155,11.905955
S02001835,St Andrews Central,66,141.043645,2.333333333,3.166666667,206.1435802,0.302276278,-0.437489804,7.716442004,7.383999,10.60884
S02001836,St Andrews South West,61,177.7894177,3,3.333333333,35.76793278,0.072295428,-0.955300155,21.313504,3.983648694,11.85738106
S02001837,St Andrews North and Strathkinness,69,160.9085128,2,1.75,68.32273949,0.089977477,-1.443826476,41.96006969,4.377130118,11.38217672
S02001838,Leuchars and Guardbridge,71,108.7110547,4.8,6.8,149.721719,0.053012338,-0.239897095,28.44874975,4.294250528,9.438252807
S02001839,Balmullo and Gauldry,79,148.5778153,3.8,4.4,223.7971973,0.056432216,-0.926912991,50.76985325,4.57662325,10.98472813
S02001840,Tayport,138,140.2523226,8,9.4,202.2286705,0.093340069,-0.141365112,12.576069,5.734317,10.07185425
S02001841,Newport and Wormit,118,181.6072137,4.333333333,5.166666667,70.37073332,0.047206327,-1.208309269,19.8395887,8.165887,10.2589985
S02001842,Darnley East,222,161.2523487,14.5,19,256.7503098,0.196119264,0.496072908,11.28800304,14.589905,10.34391
S02001843,Darnley North,162,96.9479797,19,25.75,344.1183721,0.196748043,0.681472762,17.75509995,10.78316158,9.346901002
S02001844,Darnley West,209,165.1893521,7,10.42857143,200.0916543,0.150340639,-0.188987789,24.93347119,11.76015,9.348877
S02001845,Nitshill,487,197.3552933,26,32.77777778,813.9507053,0.261568695,1.454938626,11.56357608,12.57921317,9.703152332
S02001846,Crookston South,235,112.8231776,27.75,35.75,455.2958077,0.238521038,1.508156207,8.134499533,13.03302,9.580184
S02001847,Crookston North,201,113.9359908,19.25,22.75,394.6210859,0.202920145,0.846737699,6.047588267,15.755595,10.569245
S02001848,Pollok South and West,181,177.4743226,4.428571429,5.142857143,115.012489,0.078198822,-0.434096255,18.83816466,10.626639,9.00238575
S02001849,Pollok North and East,362,195.492435,22.71428571,26.14285714,463.4568908,0.196805941,0.974317565,14.10017007,13.54183,9.9441715
S02001850,Cardonald South and East,163,117.318988,14,17.25,449.55132,0.232841696,0.532484747,5.460438891,15.92033,10.355341
S02001851,Cardonald North,272,158.1805669,21.2,25.4,356.4250114,0.220525022,0.741108842,4.938037278,18.295285,11.98848
S02001852,Cardonald West and Central,261,200.8810263,12.57142857,13.57142857,314.6431481,0.153428119,-0.058819245,3.040747398,14.787785,10.0999115
S02001853,Penilee,378,191.0254494,19.28571429,24.14285714,233.1053106,0.204483247,0.898108988,16.78588028,13.886785,9.8638855
S02001854,Hillington,157,116.1267589,13.5,17.5,290.3492821,0.163737192,0.691010649,3.92751031,15.56385,10.49093
S02001855,Drumoyne and Shieldhall,415,213.8587331,20.875,23,554.5273573,0.211550911,0.850725,8.405577921,18.72096875,11.37928875
S02001856,Govan and Linthouse,282,169.2858493,28.28571429,31.28571429,1061.017205,0.313886143,1.14188025,2.101143545,17.907365,11.07623
S02001857,Craigton,269,129.4224945,21.75,24.25,333.7168362,0.216935135,0.931185216,4.722206359,19.1605925,12.30542
S02001858,Mosspark,289,180.7906165,13.85714286,16.57142857,308.1921188,0.179611233,0.282302919,19.79398941,15.4911675,10.3985415
S02001859,Ibrox,230,114.5164184,29.33333333,34,893.3457938,0.31974455,1.519396544,10.22246611,20.3826,11.05066
S02001860,Ibrox East and Cessnock,205,92.9823076,20.75,25,706.5865602,0.32858536,0.920256844,1.853447034,20.784725,12.875365
S02001861,Kinning Park and Festival Park,169,113.2677572,11.2,15.8,556.5854238,0.318259239,0.198679471,4.96956194,23.383295,13.0560925
S02001862,Kingston West and Dumbreck,185,125.6280603,17.5,20.5,515.5992931,0.265766842,0.08841659,15.69636024,17.947235,11.154135
S02001863,Pollokshields West,169,152.3294922,11.16666667,18.83333333,347.733337,0.27106791,0.054934634,9.563794128,17.7686625,10.4188835
S02001864,Pollokshields East,180,137.134975,9.833333333,18.5,339.5865402,0.45582522,0.324804691,1.080029665,18.04526,10.488535
S02001865,Govanhill West,206,163.0109755,20.71428571,26.14285714,1002.514612,0.468176473,1.207425079,0.896667184,18.394005,10.88054
S02001866,Govanhill East and Aikenhead,254,140.4824291,24,29.4,616.9113238,0.352208596,1.11697305,3.343304814,19.273565,11.91944
S02001867,Battlefield,145,150.1130046,10.66666667,14.16666667,424.4354369,0.215031418,-0.310139864,5.588020249,18.981385,10.5971
S02001868,Strathbungo,158,159.3438981,11.71428571,13.42857143,727.584285,0.344810234,0.299070929,3.97477066,18.097695,10.532255
S02001869,Maxwell Park,216,208.878426,4.428571429,7,286.608308,0.11573892,-0.615238766,15.79569068,14.36077,9.544687
S02001870,Shawlands West,95,101.0285096,7.5,9.75,427.1994414,0.211033862,-0.187470941,0.296497923,18.097695,10.532255
S02001871,Shawlands East,82,91.0056927,8.75,10.75,330.7826784,0.325168332,-0.347088064,1.693199346,16.663005,10.323225
S02001872,Langside,120,129.8487101,6,7.833333333,207.0849421,0.167465976,-0.884638129,10.01121965,16.663005,10.323225
S02001873,Pollokshaws,247,153.2056716,20,22.83333333,463.5323527,0.299492411,0.183866201,6.47816229,13.27025125,9.490238875
S02001874,Carnwadric West,199,134.7396659,28,30.4,777.9855673,0.284548293,1.317568026,9.113660986,12.267995,9.393602
S02001875,Carnwadric East,124,107.7005813,16.25,22.25,238.4043265,0.211471094,0.442909994,15.91123598,14.69835,9.885608
S02001876,Newlands,194,193.540849,9.142857143,12.14285714,272.1076991,0.116722763,-0.662465479,11.82382454,15.294325,10.167359
